index,code,density,rca_arg,rca_bra,rca_deu,rca_chn,pci,cog,description,export,category,id,selection_criteria,environmental_service
90,848180,0.0855409758880829,0.3255436571963267,0.8322481103082735,1.4701239470989869,1.4080373091426388,1.2014569433279965,0.2673007629551416,Articulos de griferia y organos similares.,57450141.6,"Aparatos mecánicos y eléctricos, sus partes y accesorios",848180,,Manejo de aguas residuales y potabilización del agua
91,850440,0.0645558024849356,0.0204541827509476,0.1285346184752654,1.1986524209324156,2.7123204801226843,1.0786618357432018,0.2198376378089964,Convertidores estaticos,3541438.0,"Aparatos mecánicos y eléctricos, sus partes y accesorios",850440,,Plantas de energías renovables
92,854380,0.0637127951236645,0.0460215628232479,0.0628778501975985,1.0879039127022905,2.4916081666286143,1.4825315513499653,0.3631304893178392,Máquinas y aparatos eléctricos,5137076.8,"Aparatos mecánicos y eléctricos, sus partes y accesorios",854380,,Limpieza o remediación de suelo y agua. Manejo de aguas residuales y potabilización del agua
93,902511,0.0682445250081636,0.0605698049294268,0.156027651680592,1.9080417500481333,2.8930211499566623,1.2164765886848787,0.2762052427728155,"Termometros sin combinar con otros instrumentos, de liquido, con lectu",33694.2,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios",902511,,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
94,902519,0.0706480424421255,0.0556519716030042,0.0687476121740761,2.047635583009728,1.6638705203379234,0.8341989214047058,0.2409331562107705,"Termometros sin combinar con otros instrumentos, excepto de",541899.8,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios",902519,,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
95,902580,0.0741516877368511,0.0373465881895681,0.1425561430234893,2.089749968876628,1.2644590371613438,0.9501564322744004,0.2030022263023783,"Densimetros, areometros, higrometros e instrumentos analogos",144595.8,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios",902580,,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía"
96,902810,0.1228145674591861,2.846930193598844,0.3637964637892816,3.243935276403952,0.4864100283381153,0.2593236104645728,0.0805282627610156,Contadores de gases.,7804399.6,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios",902810,,"Equipos de seguimiento, análisis y evaluación del medioambiente. Gestión del calor y la energía"
97,902820,0.0892354789280404,0.0203912153235262,1.6742826597763336,1.7175303160485502,1.0596443701187872,0.591192351229508,0.0747035380696748,Contadores de liquidos.,92154.4,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios",902820,,Gestión del calor y la energía
98,903010,0.0941152846369389,0.0943801084350212,0.0191871526468641,2.5884994136358004,0.1114764297667001,1.0523507846783893,0.2758885324797905,Instrumentos y aparatos para la medida o deteccion de radiaciones ioni,402490.8,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios",903010,proximidad|complejidad,Instrumentos para medir o detectar radiaciones ionizantes
99,903220,0.0757645053259738,0.032278598047177996,0.1176859087600695,6.2796190053641245,0.1971258079674158,1.3842236741654568,0.3210071207666768,Manostatos (presostatos).,147172.8,"Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios",903220,,"Captura y almacenamiento de carbono, tecnologías de consumo eficiente de energía, tecnologías de reducción de emisiones de quema de gas. Equipos de seguimiento, análisis y evaluación del medioambiente"
